Rating,Review,Name,Province,Type
1.0,please guys dont buy anything from it its very expensivecoco market and all groceries and souvenirs shops are tripled the priceask to go krishna shop  in jambaran,Bali Collection,Bali,Urban
1.0,this is where all tourists end up pricy restaurants and expensive shops security guards that works with dodgy taxi drivers to try to rip you off nothing to see or do really we went once never again,Bali Collection,Bali,Urban
3.0,this small shopping mall is always good to walk around there are many restaurants and quite a variety of foods plus some interesting boutique shopping there are a large supermarket and a major department store there as well sogo,Bali Collection,Bali,Urban
3.0,this is not paris but some stores think it is but hey  go with it there are a few average price places to shop and average price places to eat no its not kuta but that can also be a good thing just enjoy strolling around with an open mind you might find something fun ,Bali Collection,Bali,Urban
2.0,every store here is overpricedall the massage parlours charge far more than the spas in your hotel that have far better facilitiesi gave  stars as the bathrooms are nice and modern and clean and the restaurants are reasonably priced and food was goodwaste of time as a shopping destination,Bali Collection,Bali,Urban
2.0,too expensive too fancy too touristic if you want to spend nonsense money then visit bali collection this has nothing to do with the charm of bali even water costs  times more than usual ,Bali Collection,Bali,Urban
5.0,get ready for fun with the many optical illusion paintings that create fun photos foot placement is painred on ground to provide best photos extremely clean allow up to a couple of hours we thoroughly enjoyed this outing good for little and big kids and adults of all ages,Bali Collection,Bali,Urban
5.0,we couldnt believe we were in bali this is very much a shopping experience for westerners with many highend stores worth paying a visit youll get some free wifi in many stores free restrooms as well as some local restaurants you can easily spend here whole day,Bali Collection,Bali,Urban
3.0,its a fairly large place with many good restaurants shopping wise nothing special and no real bargain if youre looking for casual dining then give this place a visit,Bali Collection,Bali,Urban
3.0,well we went to look for bali art we didnt get to see art just lots of shops and touristy shopping,Bali Collection,Bali,Urban
5.0,the best dinner i have had so far on the tripsugix was the friendliest waiter evercant wait to go back,Bali Collection,Bali,Urban
5.0,very nice shopping centre with a variety of shops and restaurants it a very good place to go after a day on the beach or the poolthere are good store for souvenir and local products prices are goodthere was a free shuttle from our hotel,Bali Collection,Bali,Urban
5.0,i am not big at shopping and i had to stop at bali collection for it was my center of the days touristic plani got lost in between the shops and realized that i had been there for  hours shopping there is inviting as the staff you meet and the prices compared to the megcc regions is evident the expensive products were the balinese stuff that you can find outside in other areas such as ubud way cheaperif you got some cash to spend on nonindonesian clothes head there and you will find some good dealsrestaurants are available for different cuisines shisha too baskin robbins starbucks and coldstone are there toobali collection is in the center of the major nusa dua touristic area,Bali Collection,Bali,Urban
5.0,bali collection is definitely a place to go if you need some groceries or are struggling for a place to eat atthere is this wonderful and very affordable coco supermarket with everything you would ever needthere are many amazing restaurants to eat at that cater for everyones likingplaces to buy souvenirs at spas to visit and much moredefinitely worth a visit,Bali Collection,Bali,Urban
2.0,been to bali collection three times over the last few years great collections of shops and restaurants however same old same old now restaurant food quality has declined in my opinionauthenticity not quality of product most shops are the same so revisits are not rewarded with a fresh vibelove the original idea and does help to have this place while staying at nusa dua hope the place gets a remake to keep things fresh for repeat visitors,Bali Collection,Bali,Urban
2.0,bit soulless but handy if youre staying locally and want clothes or something has a bit of an odd feel,Bali Collection,Bali,Urban
3.0,there is not much shopping around nusa duda which helps make bali collection worth a visit but it is expensive so keep that in mindhowever it has now got some really good restaurants and food options we had a great lunch there we will come back,Bali Collection,Bali,Urban
4.0,a very nice place to chill out if you are staying in nusa dua and you have a free day it is a great chance to buy some souvenirs too,Bali Collection,Bali,Urban
4.0,the bali collection exceeded all expectationsthere is a great collection of restaurants and shops the department store sogo was great there were a lot of specials and the prices were reasonable i found the prices similar to seminyak,Bali Collection,Bali,Urban
4.0,many food choices and walking distance from our hotel inaya putri theres a supermart too very convenient if you stay around nusa dua do swing by and chill out,Bali Collection,Bali,Urban
5.0,visited here as part of our stay in nusa dua nice place to spend an afternoon make sure you plan either dinner or lunch here as there are some great restaurants,Bali Collection,Bali,Urban
4.0,a huge and beautiful shopping mall with a lot off stores and restaurants from well known brands unfortunately there is really nothing authentic balinese in here for the real balinese experience you need to leave this area also the price level is sky high compared to local stores,Bali Collection,Bali,Urban
5.0,loved the bali collection lots of wonderful shops and restaurants everywhere there is someone smiling to me and that makes me comfortable and happy one of my best places for shopping in bali ,Bali Collection,Bali,Urban
4.0,very nice location if you stay at nusa duaa variety of restaurants and shops where you can pass your time  hours with dinning,Bali Collection,Bali,Urban
4.0,if you live at a resort in nusa dua and you dont have allinclusive this is a good place for lunch and dinner price at the restaurant are sheeper than in hotel area but offcourse more expensive than on other parts of the island restaurants are very like to each other with good quality so you can choose any of the restaurants i like that the area has a starbucks and cold stone creamery,Bali Collection,Bali,Urban
5.0,this place is a must visit in evening time for a memorable stroll followed by some good food and brnaded shopping  sogo is highly recommended money changer however was more expensive than the hotel and main cities ,Bali Collection,Bali,Urban
4.0,since we were staying minutes away at the inaya putri we went to bali collection a number of times we enjoyed the vibes in this open air shopping centre it has plenty of eateries a miniso a baskin robbins and a couple of places for foot massage so what else would a family want when out for a quick stroll,Bali Collection,Bali,Urban
3.0,i aldy knew that there are not much to explore because i asked my friend before i headed to bali collection people are friendly but my food was vdisappointing i bought salong here and its quality was quite nice only visited one no plans for further visits,Bali Collection,Bali,Urban
4.0,we were staying in nusa dua so this was like our local pleasant to walk around clean had a nice lunch in mooncheer obviously more expensive than kuta or any of the small surrounding places everything nice and easy with the kids,Bali Collection,Bali,Urban
4.0,this place is really nice because you can combine shopping with restaurant we have visited this place a few times during our stay to nusa dua for eating at night good place to have a look of it,Bali Collection,Bali,Urban
5.0,lots of special stores although they are very pricey food though is very cheap and good quality we have not had one bad meal at any of the restaurantsso many places to eat and much cheaper than the resorts,Bali Collection,Bali,Urban
4.0,great place to have meals lots of restaurants wonderful food boutique shops and also small supermarkets to buy snacks and alcohol fromthere is a free shuttle bus that takes you from your resort to bali collection and back,Bali Collection,Bali,Urban
5.0,we visited multiple times during our stay in nusa dua and we enjoyed bali collectionwe could walk easily from grand hyatt where we stayed and it was a nice break from the beach and pools restaurants chasing customers are a bit too aggressive for our taste and we typically went to eat at the least aggressive ones,Bali Collection,Bali,Urban
4.0,bali collection is the exact opposite of kuta slow paced shopping with lots of good restaurants with no pressure if your after the hustle and bustle this is not the place for you there is the typical balinese craft shopping massages local boutiques and higher end outlets i found it safe with taxi stands at all exits there is shuttle bus to nusa dua resorts free of charge or k for a taxi to local area or driver k to local area which is a standard flat rate,Bali Collection,Bali,Urban
3.0,standard open air shopping mall with live music playing in certain sections if staying in nusa dua it is worth a visit otherwise it is not worth a visit has convenience store pharmacy and souvenir shops with a nice mix of restaurants,Bali Collection,Bali,Urban
2.0,what is the most important thing for us is safety so we always try to travel in bali by the state taxi so when you travel back to the hotel try to use blue taxis blue bird or find out maybe there is a shuttle service from your hotel when you are at the territory dont buy something in a rush go and look at the prices as we had quite an unpleasant experience at the padi art market stall there the goods there are often in dust quite dirty as it is not in the building we bought some things there and one of them was a wicker basket ten minutes later we found exactly the same in a good store sogo the price was two times less than in padi plus it was a clean one so we went to the padi art market and asked them to return our money as it is technically possible if you have a receipt and  days have not passed since the moment of purchase i want readers to understand that we just dont like being cheated on a cashier i believe her name was like jenny or something said that the goods bought in their store cant be returnable ok but there was not a sign about it in the shop usually in legal shops and in bali collection too they write  please look carefully at the purchase as it is not returnable but in this shop there was nothing about it i can recommend only sogo department store as it is a clean one and the choice of goods is really great the staff are very helpful there are often discounts on many items,Bali Collection,Bali,Urban
2.0,disappointing shoppingrestaurants are ok but not much traditional bali on offer very western mai mai was our favourite also had some very ordinary food,Bali Collection,Bali,Urban
4.0,visited here often during our  days in the area a safe haven outdoor mall for tourists away from haggling of the markets but obviously more expensive we went however for the restaurants of which there were many offering cuisine to suit all tastes at reasonable prices and all wanting your business there is one book shop a lot of souvenir shops and restaurants and a lot of beautymassage places which we used several times also god for the tourists a few small convenience stores selling fresh fruit drinks snacks etc and a few chemists the mall has a free scheduled shuttle bus tofrom resorts and hotels,Bali Collection,Bali,Urban
4.0,on our last day to bali and some cash left we visited bali collection nusa dua definitely worth a visit one or two shops note worthy had lunch at the italian restaurant which had great and reasonably priced pizzadefinitely managed to spend all our cash,Bali Collection,Bali,Urban
3.0,in my opinion the bali collection is a collection of overpriced stores for tourists it doesnt genuinely feel like you are in bali when you visit i wouldnt go back,Bali Collection,Bali,Urban
4.0,i wasnt expecting much after reading other reviews of this place but it was actually quite nice had some nice places to eat much cheaper than our hotel and was very clean and quite relaxing some nice places to have a coffee and get more healthy food than the hotel offered too our daughter got her hair braided while we had a massage at the same place and when we were riding the bikes we hired she asked if we could go back here so she could get another icecreammost of the shops were aussie surf shops charging aussie prices it seemed but that said if you needed something good to be able to get it and there is also a pharmacy etc and small grocery shopthe sogo department store actually had some interesting stuff and different brandsproducts and some things werent badly priced either so we bought a few things also bought a few things at one of the souvenir shops and even though we no doubt paid much more than some could have bought the same things elsewhere the lack of hassle and a fixed price actually suited usi wouldnt go out of my way to come here from other places but if youre staying in the area its a nice option to try some different food and have a relaxed browse of some shops,Bali Collection,Bali,Urban
2.0,overpriced and boring shops better off traveling to local marketsyou will pay inflated prices and find anything you can get for a better price at home the supermarket is extremely expensive too so it better to get outside and visit a local supermarket for necessities,Bali Collection,Bali,Urban
5.0,we spent around three hours in this place eating and shopping you may get annoyed from the restuarant staff asking you to dine in overall experience is good,Bali Collection,Bali,Urban
4.0,this is an open air shopping centre in nusa dua it is not an outlet the prices in some of the shops are western prices so no great bargains to be had however it is a nice place and it is very easy to spend a few hours in the place which has some nice restaurants to eat in,Bali Collection,Bali,Urban
1.0,dont go in the rainy season some operators will still sell you the tour on the streets and say its possible that this is a lie but please dont trust them the weather is far too unpredictable and there are frequent landslides when theres a lot of rainfall those operators just want to make money and unfortunately dont care about your safetyecological impact while the park is officially closed must be beautiful and amazing to visit in the dry season though,Mount Rinjani,NTB,Alam
5.0,so you are thinking about climbing this mountain and deciding if this is a good way to spend your time in lombok well you should definitely do this trekthere are so many reasons for it i will give you what you need to hear onlyfirst of all this mountain is gorgeous and majestic it offers something you wont see everyday or even yearly if you want to go here to spend with your family or partner or even friends this is a perfect place to do that of course you have to be fitthe most important part to get the most out of this experience is a great trekking organizer there are so many out there and you are wondering which to choose let me save you time from headache rinjni fundtin from countless hours of researching and battled with my perfectionist personality i can proudly recommend that to you all i will comeback to tackle the summit this june with them and they offers summit trek start from april i was lucky to have seats with them on june as they almost fully booked,Mount Rinjani,NTB,Alam
4.0,mount rinjani is a beast but worth itthe views from the campsites and the summit are awesome this is what makes the hike worth it the lake looks stunning in the crater below but be preparedwe read many reviews saying it was extremely hard however none of them prepared us for the summit now we are relatively fit  year olds so thought we could tackle anything which we did but with difficulty what makes it so hard is the sand like ground you are walking up at a very steep gradient so every two steps you take forward is the equivalent to just one its also freezingwe went with cakrawala due to its great reviews and they didnt disappoint mr sultan was great at organising everything and his guides and porters were fantasticthe only grumble is the amount of rubbish up here the mountain authorities try to employe a pack it out pack it in policy but it is not enforced they must try harder,Mount Rinjani,NTB,Alam
5.0,actually been here in  i just thought that i have to write about this beautiful woman we hike through sembalun and went down to senaru the hike was really really exhausting and tired we took nd our expectation was nd one of our friend got cramp so we have to extend  night you have to exercise at least  month run  other exercise train your stamina because i got my back really hurt after the hike even we prepared for  month please prepare the physic i think that s the key for all logistic and etc normal prepare for how long you will hike keep in mind you wont regret this hike so prepare yourself give your best give your maximum power its true some people say this mountain is the most beautiful summit in indonesia ,Mount Rinjani,NTB,Alam
5.0,such an incredible breathtaking experience to watch the sunset and sunrise in such a beautiful truly magical place we had amazing weather and the best tour guide ever it is very very challenging up and down it is a loooong and steep hike but absolutely worth it if youre in decent shape definitely top ten experiences of my lifedont forget to tip your guide and especially the porters what theyre doing is beyond anything most of us travelers ever could,Mount Rinjani,NTB,Alam
1.0,avoid at all costs unless you want to camp on a rubbish tip  any ambience destroyed  beware shoddy companies to inedible food and substandard camping gear ,Mount Rinjani,NTB,Alam
2.0,the trekking its really good however the mountain its full of dirt and rubbish despite the  euros you pay for it the dont care about it and they dont clean it either very sadyou should know that you can do the trekking by your own besides the mafia agency tries to convince you otherwise,Mount Rinjani,NTB,Alam
5.0,exploring gunung rinjani national park is amazing  i would highly recommend it for any lover of the outdoorsi went on a senaru crater rim trek with rinjani dawn adventures and was very impressed with their professionalism and customer service the company is owned by a scottish guy angus and a local partner aef compared to other companies i spoke to they were easily the most professional  angus has many years experience in rescue and clearly cares about the environment and community this year rinjani dawn adventures has been using profit to fund their sasak warriors initiative which has been building houses and doing other earthquake relief projects since last year all of the profit from my trip went towards building a house for a poor person in senaru which i saw with my own eyes after the trek many companies say they care about the community and environment but you can tell these guys are genuinethe trek itself was amazing  its not as easy as it sounds rinjani summit has been closed since  earthquakes but will open again next year i for one will be travelling back to climb it when it reopens in aprili wouldnt hesitate in recommending rinjani dawn  great company and ethos and based in lombok unlike some of the foreign companies offering rinjani treks,Mount Rinjani,NTB,Alam
4.0,we did the nd trek to the summit of mount rinjani firstly this is a very challenging trek and only advised for those with some mountain experience  anyone trying to sell it as anything else is lying for your custom and moneywe trekked from sembalun with bas rinjani trekking  one guide and two porters for two persons the first day is approximately km through very exposed terrain so in the height of summer this would make it even moreof a challenge as it was in winter  we still found the sun very hard to deal with for the first few hours especially in an already extreme environment where all your strength needs to be conserved the food provided was excellent and youll need it as we consider ourselves fairly strong walkers but the first day took eight hours of trekking the second day is the beast  you set off at am and it took us four hours of heavy slog in a sandy rocky surface where every move takes the effort of three steps to reach the summit there is no denying that the view is wonderful and makes up for the toil however the down climb is precarious with obvious landslides all over the mountain  our experience was one where we did question whether it had been a safe decision strong walking boots and poles are essential for this climb along with warm clothing for the summit it took us   hours back to the crater and then another five hours down km total for both daysthe landscape of the mountain is eerie as much of the hillside has been destroyed by fire and some trees were still openly smoking  the guide did not really explain what had caused this and we felt that much had been hidden prior to our trek including the obvious damage caused by the earthquake we felt this was in part due to the earthquake last year that has obviously devastated tourism to the mountain as the summit route had only been open a week or so before our attempt it was hard to see that this had been such a flourishing business now pulled back to a few groups on the mountainat one point you walk under a section of rockfall that feels very precarious and not much would take more rock to dislodge and fall across the route it seemed that the government were no longer interested in investing in the mountain and much could be improved with solid financial support for the trails and removal of huge amounts of rubbish that littered everywhere many of the porters wore flip flops which was incredibly sad to see and more should be done to get tourists to support companies that pay their porters appropriately to ensure they are treated fairlyour review of bas rinjani trekking  we paid  per person excluding tips for our experience which included transfers to our hotels and the home stay the night before the trek we felt this price was fair but unfortunately had some bad points as regards our experience we found communication with bas prior to the trek excellent but he seemed non existent on our arrival in senaru and we had to search him out for an explanation of the trek what to expect etc and when our breakfast was late the day of the trek it did not fill us with confidenceour guide was friendly enough on the first day but his english wasnt brilliant and he did not appear to have had any mountain training the second day he walked much of the route very far in front  it was like we did not have a guide much of the time and it appeared he didnt really want to be there maybe not after a  times this was a shame and made us concerned that if something had gone wrong he would not have been able to have helped usthe porters however were fantastic  incredible human beings who carried our food and lodging for the two days up to the crater rim the fried banana we had after the first day was incredible we had nothing but admiration for their perseverance and sheer strength and endurance also the driver who took us from senaru to the summit start and finish was safe kind and friendly,Mount Rinjani,NTB,Alam
5.0,very challenging but i made it beautiful mountain and good company and guidei went up the mountain solo with my guide gde and two porters as my friend who was supposed to go broke his foot i am in average shape for an american from the south and i barely made it up it was incredibly challenging for me but gde was very supportive the two porters were very helpful and friendly as welli wrote a blog about it that i make no money from and no promotional value but i cant post that here as it breaks guidelines so if you want a detailed walkthrough of the hike message me or try looking up my name on medium and i will share the details that i again dont profit from,Mount Rinjani,NTB,Alam
5.0,it is a long walk to reach the crater rim but the view is worthwhiledue to earthquake during summer  it is not possible to go to the top,Mount Rinjani,NTB,Alam
4.0,this was by far one of the toughest hike ive ever done it was worth it to me upon reaching the peak it was beautiful and the visible stars in the sky even better sunrise and sunset was nice toothe only animals ive seen sadly is dogs and monkeys they told us there are pigs and deers but didnt encounter anythe tour guide and people carrying our food are extraordinary to be able to carry lbs up the mountain is beyond my understanding since i struggled to carry my own weighti do recommend the hike but be prepared for a challenge its very steep and requires extra caution take your time but not too much since its about  hours hike and thats at a decent pace,Mount Rinjani,NTB,Alam
5.0,trekking mt rinjani with dn was one of the highlights of our trip to lombok everything was very well organized we had tons of food and our guide and porters were fantastic thanks for a great experience,Mount Rinjani,NTB,Alam
5.0,this trip was amazing when we climbed mount rinjani  days  night senaru crater rimstay one night in senaru before climbing mount rinjani and we enjoy the beautiful nature in senaru and see the beautiful view of mount rinjaniwe have great and friendly guides i recommend them to guide you on your journey to climb mount rinjani,Mount Rinjani,NTB,Alam
5.0,definitely recommend to go to the crater rimhopefully the summit will reopen on day as the view must be amazing at the top,Mount Rinjani,NTB,Alam
5.0,unforgettable hiking mount rinjani in  days  night senaru crater rim hike leaving at  am arriving at the camp site around  pm waiting for sunset while enjoy some biscuit gived by our guide hiking senaru rim wasnt as difficult as going up to the top of rinjani its a great hike under the green forest until pos  and then for the final climb you emerge in the bush and make the final climb with stunning views across to gili islandagung and javawe were delighted with the quality of food especially as we were up in the mountains  totally did not expect a varied selection of rice noodles spaghetti for our meals the meals always came with a variety of fruits which included apples oranges pineapples watermelon,Mount Rinjani,NTB,Alam
5.0,this is a long hot climb like many volcanoes i think of it as relentless a lot of the lower climb is in the shade of the jungle where you can see monkeys and the occasional butterfly unfortunately also plenty of toilet paper and plastic litter this is the draw back with huge groups of tourists and porters carrying many kilos of stuffalong the way there are a number of well spaced resting areas the lower sand becomes fine volcanic dust near the crater rim which gets everywhere and is super abrasive so i recommend bringing older hiking gear and not your new favourite jacketit is hot during the day and relatively cold at night i appreciated two layers of merino and a primaloft at the topthe view is absolutely stunning and worth all the effort the star gazing also amazing if you have a buff or similar you might lift to bring it as a face mask for the way down when  people kick up a lot of dusti hike regularly with my friends but the steep consistent relentless descent took its toll and  hours after the descent the doms kicked in and we were all walking like marathon runners,Mount Rinjani,NTB,Alam
5.0,it is incredibly challenging super scary and probably unsafe but im so happy to have done it now that its over ,Mount Rinjani,NTB,Alam
5.0,we went on a  day hike and we enjoyed every moment the landscape and views are superb and let you forget about the busy life good to have a guide as he can show you all the best spots around,Mount Rinjani,NTB,Alam
5.0,how to climb the rinjani crater rim for free without a guide june  from this year it is mandatory to buy a guide costs around  a personits possible ill explain you howthe track is super easy to follow no need to worry about thisin the village seranu we asked around and very fast we found someone who rented us a complete set of tent small matrasses and sleeping bagsin our sleeping place we asked the staff to pack some food togo from the menu and we bought some snacks  liters water a personwe woke up at  am and started walking immediatelywithout lights and very quietly we passed all the houses and managed to reach the gate quite fast we saw there where some scooters parked but we saw noone i assume they where sleeping there if you pass this you are fine just walk by fast and enter the dirt path it is still dark so here is where i switched on the light of my mobile it was plenty at this point you are in and you wont find any more trouble some other guides may ask for you guide just say he is behindwe are a small group of  guys but our backpacks where quite heavy still managed to the top at  we chilled a few hours and decided to go back down again you can also stay and sleep on the way down noone bothers you only write one random down at the checkout at the entrance gate they dont look at it at allthe morning after the woke up at  and immediately started walking wakeup leave hotel entrance up ticketguide checkpoint  afterwards enter dirtpath resting point restpoint with board pos  rest area camping area pos  small house pos  cemara lima top next to crater leave top pos  pos ,Mount Rinjani,NTB,Alam
5.0,the trek was a fantastic experience we did the d n trek with jou trekking as the actual summit is still closed at the moment we where blown away by the service provided by our guide ronnie and our two porters every meal we got surprised in a really good way ive been to many mountains on my own but never had the luxury of freshly cooked and different mealsfrom start to finish jou the guide rinnie and porters were friendly and very helpful they provided great food and drink throughout the trip and ensured we had a great experiencei highly recommend using jou trekking although it is slightly more expensive than other companys they protect the mountain by picking up litter they are so accommodating by providing everything necessary and more for the climb,Mount Rinjani,NTB,Alam
5.0,so beautiful i will be back when all the way to the top will be openi went in aftenoonnormally i should come in the morningi didnt really have so much timei find a company who find me a guide and a porter  heroic porter with the bamboo coucou nd  baskets and flip flopi hike from h to hi was really late i had to go fastwe finish with the front lighti was dead at arrivalat night i was freezing in the tent  degreebut the morning it was so so so beautiful,Mount Rinjani,NTB,Alam
4.0,my friend and i hiked mt rinjani in late july of  leaving at am to climb up once we got to the gate we where hassled to hire a guide and or porters but we are experienced climbers and came prepared with our packs fully packed including food water tent etc we were physically forced to buy a train entrance fee where it was rp for locals but then rp for foreigners per day when we asked for documentation or identification one of the porters threw on a shirt with an ironed on badge and said he was the government after yelling and screaming at us we had to pay the fee but when we asked where the money was going and they said to the government to stop corruption which is telling of the operation being run out of the tent as the situation escalated a kind guide approached us and helped us get on the mountain so if you are ones looking to book a porterguide book through aman trekker rinjanisummitcomonce that was sorted out we had our tickets paying rp for the both of us for two days on the mountain and we made sure we were not getting a guide we hiked up the trail which was easy to follow because there was just one continuous trail up to the crater rim the trail itself however was very steep and once we were above the tree line the trail became very dry dirt which made it difficult at times our legs were on fire my the time we reached the last rest stop but at the same time we were moving at a fast pace arriving to pos cemara  at amwe rested for a little less than an hour where another group with a guide arrived as well and that guide august informed us that we needed to get up before the porter groups claimed the campsites on the summit our final push was even steeper but once we arrived to the top wind was howling out of the crater and up the side of the mountain which made our tent set up a little challenging but not impossible the tent we rented was a low quality tent that had broken zippers on the rain fly as well as door which was our mistake for not properly checking before we began in the morningwe watched the sun set into the clouds which was incredible to see while all the other tour groups were also around us having their campsites and food prepared for them by the porters but thats the premium they pay for we were fine on our own eating dry food and camping ourselves but i would warn that the trail is fairly dirty and not well maintained by the park officials using the quotations quite literally here once on the mountain the porters and guides are very friendly but you just have to push through in the beginning at the gate aman told us about the app erinjanj where anyone can book tickets so that might save you from nearly fighting the staff thereall in all it is a steep and difficult climb but if you take your time going up and down anyone can accomplish it book tours for convenience but you can absolutely complete it yourself if you come prepared and have some outdoor experienceknowledge,Mount Rinjani,NTB,Alam
5.0,this place is paradise i went here with my wife for honeymoon and this place is perfect for itit was an exhausting hike and i wouldnt think we can make it if it wasnt because of porters and the guide making our hike easierbecause there are many companies to choose from let me help you save your time and recommend hike with rinjani fudl from booking until we left the place the service was on point and amazing the other reason is they have charity project so i wanted to contribute a little bit by trekking with them you are welcome,Mount Rinjani,NTB,Alam
5.0,absolutely fantastic trip a real st century epic adventure well worth the money our guide josey was a brilliant and fascinating guide ask for him when you book,Mount Rinjani,NTB,Alam
5.0,me and my friend decided to go for a  hour trekking and it was honestly the best experience ever it was exhausting but very rewarding when you reach the top and see the beautiful views and spend a night in a tent at the top we had an amazing guide hamm and great porters who carried our tent and food if you love hiking or are even looking for a good adventure i would highly recommend going on a trek on mount rhinjani,Mount Rinjani,NTB,Alam
5.0,so mid june update the only open path is to senaru crater rim from the rim the path down to the lake is closed due to landslide of course is possible to go down but will be risky and one will need some rock climbing abilities obviously the path to the summit is also closed but with the same observation as above if you have hiking experince and you have camped before on a mountain you can go all by yourself no guide or porter is needed you can rent tent sleeping bag and matress from senaru for k idr there is no water source on the path to the rim take enough water and food for  days during the dry season on the volcano the weather is very cloudy between am to pm the night and early morning is cristal clear sunset and sunrise are amazing it is possible to be done during one day if you leave at  am from senaru to be at  am on top of course high fitness level is needed as you will gain and loose m altidute same day during long  hours hike the path is easy just normal hike yesterday there eas nobody at the ticket booth so the entrance was freeenjoy and take all trash back with you tell that to porters as well ,Mount Rinjani,NTB,Alam
5.0,my girlfriend and i have booked together the d  n tour with lombok volcano trekking they took care of equipment porters and guides and gave us a great trip up mt rinjani crater they tailor the trip to the needs of the party provide tents mats and decent sleeping bags others do not and their team leave the campsite clean from debris others do not highly recommend them friends who went with them the previous year recommended them to ushuge thanks to lombok volcano trekking team for what was truly an awesome experience,Mount Rinjani,NTB,Alam
4.0,did the d n as the top is currently closed the walk is reasonably nice and the views at the top are lovely more difficult than many people realise take a few snickers with you,Mount Rinjani,NTB,Alam
5.0,we done the trip for dn trek experience in mount rinjani until senaru crater rim above  mdpl we are  beginners trekkers from asian been hunting the breathtaking views of the mount rinjani lombok indonesia and now we will have couple day rest in kuta lombok beach our experience its truly worth it the team are very awesome and the mountain food are very delicious during the trip we ve been booked the trek schedule with lune rinjani in senaru and everything is included on the trip and get very good greeting in the first day in lombok the owners is very friendly and he answering us via email very fast and give it to us best price on private deluxe service,Mount Rinjani,NTB,Alam
4.0,hiking mount rinjani with loli hiking team was a great experience from the beginning  loli has been a fantastic trek organizer he has a thousand of experiences and managed to organize a very successful trip our guide mus was very friendly supportive and straight to the point which was great our porters too always cooking delecious food and managed to make our trip much easier and thank them for it we are very happy that we chose to go with loli to mount rinjani i wish him and his staff all the best i hope you all are well in this time of need,Mount Rinjani,NTB,Alam
5.0,last week me and my wife stacy went to mount rinjani for the first time we booked our dn trek from senaru with a local trekking organizer rinjani foundation the customer service is really friendly and great also reply pretty fastanyway when we first began the trek it was kinda hard and my body was giving up on me my wife has a weak physical so i had to take care of her along the trek it was really hard for both of us our guide safar was really helpful he kept encouraging us and giving many useful tips for the trek also i have to tell you about one of their cook nasir he is one of the best cook i have ever seen the meal he prepared was really great and i wish i could have it againso after the long trek we finally arrived at the crater rim and you wont believe what i saw you will have to see that kind of view once in your life i can guarantee you wont regretit was a really great experiences and i wished i could stay longer and went to the top of the mountain but i heard from the locals that the summit is still closed by the government i really hope that it can reopen soon so that i can plan to revisit one more time,Mount Rinjani,NTB,Alam
2.0,i did the two day crater rim trip with a local tour company that were great but the mountain itself was disgustingso much garbage plastic toilet paper wet wipes human waste tampons etc this i coming from both porters and touristsit was sad and quite unbelievable that when i mentioned it to others a few didnt notice yet every place you stepped on to go to the bathroom you would step on human waste and toilet paper not an ounce of an attempt to bury it hiking in the mountains we must respect nature pack it in pack it out even your toilet paper it doesnt compost as quickly as you think and other people dont need to see your garbage as well bury your waste properly if you dont know what that means google it and you will be guidedthe locals are not as educated as the rest of us when it comes to garbage so if you plan to hike this trail please respect it garbage along the trails was numerousalso there was a woman with a drone at am when people came to watch the sunrise in a small spot the woman decided her work was more important than to respect the many others that had paid to hike up this steep ft trail to see a sunrise but she didnt care so her drone i am sure appeared in many photos not to mention the noise the drone createsi was disappointed in the trail and the disrespect to the mountain and to the other tourists to me its not worth it the view is great but there are better places to be where you can truly enjoy a mountain top,Mount Rinjani,NTB,Alam
5.0,from dry grass land forest trekking to fantastic m summit view stunning sunset over the crater lake from plawangan sembalun tips trekking poles will be useful on summit day due to sandy terrain,Mount Rinjani,NTB,Alam
5.0,we booked the dn tour with la rinjani which is the great organization to experience this adventure withfirst and foremost by our  super fun guides andy and hery there was a really great atmosphere in our group and this was certainly thanks to these guides and also the porters really so much respect for what they do always nice meals tents that were ready when we were there the nice atmosphere in the evening and on the way  each of them is helpful and friendly also in terms of material there is nothing to criticize freshly washed sleeping bags decent tents chairs and even tables were always ready at every resting point really nice to be received this way and that by an enthusiastic gang again  super nice atmosphere amazing experience ,Mount Rinjani,NTB,Alam
5.0,this trip was one of the greatest i had in my entire trip in lombok everything was great the team was well prepared the stops were perfect monkeys were around the jungle is stunning and the view at the rim to the volcano and the lake is an unforgettable moment all my respect to zul al kibli sadar and hamad for arranging and helping with having this unique experience thank you,Mount Rinjani,NTB,Alam
5.0,rinjani is an incredibly beutiful and unique volcano i was able to climb to the crater rim not to be summit because of the earthquake however the view down into the crater rim is breathtaking an image i will never forget ive climbed volcanoes all over the world and rinjani is the most impressive of allthere is also abundant wildlife such as monkeys birds and insects along the trail at the beginning you walk through some fascinating local villagesi was lucky and a dog from the street did the entire hike with meif taken at a slow pace anybody can do this hike you dont have to be in great physical shapei did do the hike as a day trip without a guide but i wouldnt recommend this for most people im vet experienced in this area plus since the earthquake the locals have lost a lot of business so it is great to support the locals hereeven if climbing rinjani doesnt interest you still visit the beutiful tranquil town of senaru where the trail starts the locals are very friendly and there are two easily accessible waterfalls that are amazing,Mount Rinjani,NTB,Alam
