Rating,Review,Name,Province,Type,cleanliness,service,accomodation,facility,crowd
4,traditional attraction from sasak ethnic to see one of indonesian cultureyou can enjoy the sasak village people who warm and kind especially for the tourism,Sasak Village,NTB,Budaya,0,0,0,3,0
4,this was very interesting to see a real village a lot of steps but worth the hikea great view when you get to the top,Sasak Village,NTB,Budaya,0,0,2,0,0
4,the very first tourist attraction that i visited in lombok the culture is still well maintained by the local inhabitants the souvenirs is good and have a high quality build and beyond all that it is hand made the perfect place to learn about history local culture and shopping for hand made fabric,Sasak Village,NTB,Budaya,0,0,0,3,0
4,the sade village had no enterance fee but you are suppposed to pay gratuity i gave k for visit of  you will be explained regading their weaving customs history of the tribe the meaning of the village and the properties of its house you could also see how they were using cattle feces to clean up their floor most of the women open their gift shop and you are expected to buy some souvenir however the price of the fabrics were albeit more expensive compared those you could buy in market in mataram,Sasak Village,NTB,Budaya,0,0,0,1,0
4,if you want to know the real lombok people and culture visit this place give you insight to how the local people live,Sasak Village,NTB,Budaya,0,3,0,0,0
4,the sasaks are the indigenous people of lombok they are mainly rice cultivators and used to live in unique straw huts the villagers are friendly and we are entertained with tribal musical performances and mock fights overall the visit is interesting,Sasak Village,NTB,Budaya,0,3,0,0,0
4,this is well worth a visit but do use a guide to get the full benefitthey were building a new house the day we visited and that was very interestinga real self sufficient community,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we wanted to see how the sasak people traditionally lived and learn about their culture what surprised me is that there are several villages who still live that traditional way there are several guides who speak excellent englishand of course indonesian they will lead you through the village allowing you to go into their houses explaining life in the village some of marriage traditions will surprise you if you are interested in music you can even play the village drums,Sasak Village,NTB,Budaya,0,3,0,3,0
4,this was the most interesting part of our trip we were brought around the village by a local guide who spoke good english and introduced us to the local culture life of the men and women of the village their unique practices how they build their houses and how they polish their floor certainly an eye opener my friend went further up the village and met the oldest lady in the village,Sasak Village,NTB,Budaya,0,3,0,3,0
4,we went to the sasak village at first we where swarmed by guides and parking assistants then we parked ourselfs and went into the village there we where stopped again by an actual guide blue shirt and he gave a tour for tips and kpax tour was nice and our guide proke decent englishwe saw the village prepare for a ritualcooking for the whole village lots of people helpedafter the tour the guide took out money and it was k well spent,Sasak Village,NTB,Budaya,0,3,0,0,0
4,sasak is a culture experience that is explained as you go by a local guide dont be fooled he will ask for a donation at the end its about aud  a head but worth it kids are free would i like to live like this  no but these people do and it is their way of life please respect them and they will respond in kind they are a wonderful people they live in this village they dont marry outside it and dont record anything such as births deaths  marriages but theres more you go you learn you wonderill add a little more it was raining the day we were there but this cooled it a little many many steps some up to  metre high any higher and climbing down a wall the day we were there they had lost one of their young men at sea drowned while fishing for the village we were sad but theirs was to continue with life,Sasak Village,NTB,Budaya,0,3,0,0,0
4,very nice place to visit when we arrived to the village a local guide showed and told us about the village in the village the local men showed us their traditional sticks battle and played local music,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we visited this traditional village and enjoyed learning about their culture we were guided by a local member of the sasak interesting going in their homes seeing where they store rice and how the villagers live there are souvenirs available to buy but we didnt find the people pushy at all good cultural visit,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we visited the village in the way to kuta beach we were guided by the local and he explained the culture really well of course the local will try to persuade you to buy their products be careful as the price is not as cheap as you thought buying the souvenir at the souvenir shop might be cheaper,Sasak Village,NTB,Budaya,0,3,0,2,0
4,this place has a strong and good traditional belief reflected in the village structures and people activities there for those who like cultures stuff this place is suitable in addition this place has many sellers selling souvenirs and the price is cheaper compared to many souvenirs shops in the city therefore this place is good for you who wants to buy traditional souvenirs such as tshirt pearl scarves etc,Sasak Village,NTB,Budaya,0,3,0,3,0
4,unique culture with amazing story the people there already staying there more than  generationif you wanna buy anything at this village u must bargain first before you buy,Sasak Village,NTB,Budaya,0,2,0,3,0
4,i visited this village for the first time when i was in elementary school then i was back again in july this year nothing changes much you can buy traditional sasak clothes and also practice how to make them its a good place to visit with family come and learn more about sasak,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we went on a holiday so not as busy but very interesting it is a community selling point for hand woven sarongs they were amazingly beautiful they are not on the internet yet so one must go locally a little expensive but when realizes the time it takes and it is shared by the group to keep everybody going it is great,Sasak Village,NTB,Budaya,0,3,0,0,0
4,this is a small village of sasak tribe it is a live exhibition on how sasak tribes live the life it is not so real but the guide would tell you the history,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we liked it as it is a real working village but small it gives an insight into how some people still live and how hard they do it we saw the weaving and were given an opportunity to try also the rice and how it is dried the experience is quite humbling it is not a touristy shopping attraction it is not clean it is real will not appeal to all,Sasak Village,NTB,Budaya,1,0,0,0,0
4,datang kesini karena disarankan oleh driver tempatnya bersih dan rapih rumah rumah masih terawat dan menawarkan nilai kultur yang menarik tetapi saya memang sedikit bingung jika berkunjung ke tempat budaya di lombok yang mempunyai tour guide apakah memang disediakan dari pemerintah atau memang harus diberi tip karena tidak masalah bagi saya ada baiknya dariawal diberi tahu apakah termasuk dalam fasilitas atau harus diberikan tip agarpun kami tenang dalam menikmati wisatanya i came here because my driver told me to go here the place is clean and neat the houses is being well served and offers a great and unique culture value but i was a bit confused when i visited this site that has a tour guide on it is it one of facilities or we have to give a tip for them they should tell us first about it because it feels uncomfortable how they try that,Sasak Village,NTB,Budaya,0,2,0,0,0
4,sasak village is unique their house is amazing they also provide a guide to accompany the tourist for walking around their village while seeing their village there are many sellers everywhere with good price recommended,Sasak Village,NTB,Budaya,0,3,0,0,0
4,the village located between airport and kuta beach about half an hour from airport to go around the village we better take a local guide so he can explain everything about the villagei found some interesting things that still really traditional they use cow dung to clean the floor of the house the architecture of the houses is still original an old lady was sitting in front of a house weaving a fabric for sale she is more than  years oldto help the community you can buy the fabrics,Sasak Village,NTB,Budaya,0,0,3,0,0
4,unbelievable that these kind of places are still existing and this needs to be protected too because here you can see what the real history is of these people was nice to hear that dutch philips gave this village electricity four years ago but take a local guide because they can explain very well the history of this village but also the way of living within this village too very interesting hour there and really a place to visit if you are on lombok,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we visited the sasak village and where welcomed by the inhabitants the people and their kids were so kind and sweet they showed us their village their houses farmeranimals how they prepare their commodities sarong were for selling which they made their self,Sasak Village,NTB,Budaya,0,3,0,0,0
4,must see the traditional villageyou can learn alot about the village and local people of lombok here there will be a local guide that you can pay for around thousand rupiah or well they dont set a price so its up to you actuallythe village people sell their own crafts that were beautiful but a bit pricey for this place is a tourist spotloved the tourps be nice to the villagers get interactive ,Sasak Village,NTB,Budaya,0,3,0,0,0
4,it located few miles from the airport people in this village was really nice and modest each house floor was made from a mixture of soil and cow dung they didnt use cement or other usual products here you can learn about its culture and so on,Sasak Village,NTB,Budaya,0,3,3,0,0
4,visited on th decits about hrs drive from senggigiat the entrance of the village there is a tablebooth where the guides are seated which you can engage them to bring you around  share with you the history of their tribe  sasakthese guides are the residents that stayed in this village there are more than  people staying in this village the structures  materials that they used to build these houses are amazing there are many stores that sells sarong  etc  will get to see some women weaving  kids running around there is a mosque for the villagersopposite this village there is a convenience shop alfamart where you can get cold drinks to refresh yourself on a hot sunny day after the visitoverall a place worth the visitor you like history,Sasak Village,NTB,Budaya,0,3,2,0,0
4,kampung sasak is where you can see other house of lombok tradition and you are also can see how old people life at longlong years ago,Sasak Village,NTB,Budaya,0,0,0,3,0
4,we will learn how sasak lived in the past some of the building was made of cow waste like in india saw young girls weaved traditional fabric it is unique and worth visiting as it is only one in indonesia,Sasak Village,NTB,Budaya,0,3,0,3,0
4,you can buy a traditional garment here and also watching the old lady sewing it they have a very various unique garments and please spare some money because its not cheap at all,Sasak Village,NTB,Budaya,0,2,0,0,0
4,sasak village known as the first village that build in lombok island a long time ago sasaks people usually farming selling a stone jewel that sell together with a silver ring and also waving a sarung or songket to sell to the tourists that coming to visit their villagethe house are cemented with cow dung and dont worry its not smelly at allhere you can visit and view the first ever mosque that build in lombok island,Sasak Village,NTB,Budaya,0,3,0,0,0
4,great to see this village but you do get the impression it is only for tourists and they all go home elsewhere at night despite what they saymaybe we are just being cynical but its how we felt as none of the weaving could be seen other than the ones on show for tourists our guide said everyone weaved in their houses but we looked in the houses and didnt see any anywhereanyway it was still nice to see and we are always happy to support genuine local good causes,Sasak Village,NTB,Budaya,0,3,0,0,0
4,we appreciated the existence of the village which provided us a quick access to have a peek into sasak culture did not enjoy the involvement of selling though,Sasak Village,NTB,Budaya,0,3,0,0,0
4,here you can visit their traditional houses that are made of cow dung dont worry no unpleasant smell its really cool inside there the cool thing is the village itself is not for show only but they are actually living in there inside you may buy their hand woven sarongs and also some handmade souvenirs we took a cab to get there,Sasak Village,NTB,Budaya,0,0,2,0,0
4,the traditional architecture is spellbinding and you can see the sasak natives daily life while they string up the traditional clothes songket and social traditional life but you have to consider  times more to buy souvenirs from here cause they charge more than in other place do,Sasak Village,NTB,Budaya,0,0,0,3,0
4,the sasak house is between m long with common bathroom outside the house they are not allowed to marry outside their village if a young man wants to get married he must kidnap the girl firstthe price of the souvenirs are cheaper as you go down from the village,Sasak Village,NTB,Budaya,0,0,0,3,0
4,sasak village is one thing thay you must visit in lombok the local guide will explain you about their tradition and culture and guide you walking around the entire village instead of fee entry they asked you to give charity for the village development the woman sell some beautiful clothes and craft inside while the man act as a local guide,Sasak Village,NTB,Budaya,0,3,0,0,0
4,most of the local peoples are friendly and almost like the peoples in bali access is very easy but a bit a way from tourist resort recommend and nice places,Sasak Village,NTB,Budaya,0,3,3,0,0
4,it took  hours from senggigi to kampung sasak a must know local culture worth the long ride we stopped by sade weaving village and kuta beach which made the day full of events,Sasak Village,NTB,Budaya,0,0,2,0,0
4,learn about sasak culture as we were guided by local guide without minimum fee regretting for not buying the traditional cloth songket despite high quality and low price idr k for both selendang and sarung,Sasak Village,NTB,Budaya,0,3,0,0,0
5,we had a very interesting visit to the village our guide was very knowledgeable and answered our many questions with a smile it was a real education to see how these people live well worth a visit ,Sasak Village,NTB,Budaya,0,3,0,0,0
5,the village houses only  it is the most unique experience i get in a good way of course recomended,Sasak Village,NTB,Budaya,0,0,0,3,0
5,great traditional village with fantastic guide who will tell you the whole story of the village and will show you the houses inside as well,Sasak Village,NTB,Budaya,0,3,0,0,0
5,if you want to know about lombok this place has a lot of history the guide tell us about this village lombok herritage and culture the guide is very welcome to the tourist and he also can speak in english they still use this tradition in until now,Sasak Village,NTB,Budaya,0,3,0,0,0
5,i think they have a guide that is always ready to welcome the tourist that wants to learnt about their tradition they rlly have a unique tradition and i love visiting this village our guide was also friendly everyone were really friendly and ppl here sell many things just buy what they sell bcs its relatively cheaper than the other place,Sasak Village,NTB,Budaya,0,3,0,0,0
5,the countryside is very culturalif to lombok is obliged to visit this one village from the direction of the port lambar very close enough only  hour can get to this countryside by preserving the house and cultural building of the ancestors of this place im right if you want to know the sasak tribe around this place also sells a variety of fabrics that have been woven it is very suitable to this place to know the culture of tribe sasak,Sasak Village,NTB,Budaya,0,0,3,0,0
5,heritage area with such a unique historygood tour guidethe house is full of wooden and bamboo construction,Sasak Village,NTB,Budaya,0,3,0,3,0
5,this is a traditional village where you will find the typical houses sasak people live in the local mosque is impressive even though local people are traditionally farmers growing rice this village will not give you an insight on the rice cultivation but it will present you their second traditional livelihood which is hand weaving therefore nowadays you will find in every house women of different age selling traditional products these products are usually the same and you feel sorry for not buying from everyone from this point of view visiting this village can be also sad i recommend to find a house where is one woman selling paintings they are very impressive and it is not something you find on every corner,Sasak Village,NTB,Budaya,0,3,0,0,0
5,i think this is the best place i visited so far in lombokthe village was small and the local tour guide was quite funny he explained to us the life of the villagers what their daily activities and also unique local customsthey also had music performance you can also learn how to use their local musical instruments and weaponstoo bad it was heavy rain but i suggest you spend more time here like  hour it will be great experience,Sasak Village,NTB,Budaya,0,3,0,3,0
5,we were made to feel very welcome at this village a really interesting experience and a fascinating insight into a very different way of life,Sasak Village,NTB,Budaya,0,3,0,0,0
5,this village is typical one cannot see anywhere in indonesia people are nice  their profession is make house top with hays and women do weaving and clay pottery,Sasak Village,NTB,Budaya,0,3,0,0,0
5,the local guides are excellent providing such an interesting description of both the  year history of this family of over  people living in the original village and inviting visitors inside their living spaces we will never forget the teenage boy studying his homework in the poorly lit living area laying on the buffalo dung floor,Sasak Village,NTB,Budaya,0,3,0,0,0
5,many culture and relgions of sasak in lombok indonesia espesially the north lombok thats one of best knowledge to hear in indonesia,Sasak Village,NTB,Budaya,0,0,0,3,0
5,we visited rambitan  the sasak village in lombokthe buildings featuring a unique local architecture of the living house and the rice silothe village is located on the hill  km from kuta beach of lombok this village showed us the unique way of life of the sasaks the native inhabitants of lombokone interesting knowledge we learned from this visit is that cow dung is used to line the walls of these rustic houses as a cheap thermal insulator and to repel mosquitos every month they will refresh the cow dung lining to maintain its effectiveness,Sasak Village,NTB,Budaya,0,3,0,0,0
5,not sure if there us more than  sasak village but the one we went to has a signage that says sasak village sade i have to say that it is quite a long drive from senggigi approx  hours one waywe were lucky as we got a really good guide he made it really interesting for usthe guide is free but tipping is expected we gave our guide rp at our discretion there is an entrance registration but it is not compulsory to contribute moneyit is a living village although they welcome tourists there are many cooperative stalls there but generally they dont hassle you if you decide not to buywe paid approx rp for hand weaved sarong not sure if we got chopped by the price but for us it was reasonableour guide has many stories about the sasak culture which is still v widely practised til today do ask your guide about how marriage arrangements are madei am definitely not a culture freak but i thoroughly enjoyed this visit if you are into shopping and bargaining  mins would be sufficient,Sasak Village,NTB,Budaya,0,3,2,0,0
1,they asked rp   but didnt allow u to enter the exact pura better go down to the beach and take photo s there,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
1,poor the sand color not nice but beach is cleanwater color not greatbetter to go to gilli all islands spend more time there,Batu Bolong Temple,NTB,Budaya,3,0,0,0,0
1,unlike pura in bali theres so much to see this one is small and theres nothing much no view whatsoever unless youre going there to pray,Batu Bolong Temple,NTB,Budaya,0,0,0,1,0
1,entering the place is troublesome with people demanding you pay a lot of money it has a nice beach view but thats all we could do,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
1,if the people of pura batu bolong want to increase tourism they are going the wrong way about itover my many years of travelling to indonesia i have visited hundreds of temples most of temples are either free or else they have a donation box outside of the temple usually in that case ill put in a  notebut at pura batu bolong the moment we stepped off the beach and onto the steps near the temple we were hassled by a temple guard to pay up his manner was not at all deferential or remotely religious he just hell bent on getting into our wallets i fully appreciate that we are rich bules and they are poor but ive never experienced such an overt money grubbing attitude like this guard he really turned us offthe temple is really nice and interesting  stars for the temple but the temple guards manner was absolutly disgusting smarten up lombok if you want tourists to come,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
2,we arrived and there were people discussing the price for entry sash and sarong seems they were trying to charge over  rp each item plus entry we just handed over our  rp and got our sash and went in then the others did the same the place is dirty cigarette butts and empty drink containers and packets all over sashes falling and fraying off statues was ok but just be wary,Batu Bolong Temple,NTB,Budaya,1,1,0,0,0
2,pura it mean temple batu mean stone and bolong mean perforated by this sentence we will get conclusion about this temple and describe it pura batu bolong it was hindus temple heritage in lombok island build by anak agung karang asam dinasty from bali who took control on west part of lombok island long time a go now this temple still usage by the hindus follower to pray if you stay round senggigi you reach by on foot or rent scooter to visit it before entry you have to wear shawl and made some donation to conserve it basically this temple not very large like in bali but this symbol to prove in lombok you can see bali but in bali you can not see lombok,Batu Bolong Temple,NTB,Budaya,0,0,3,3,0
2,we went here because its just  minutes taxi ride from where we stayed even thou there is no entrance fees required but the local will asked you to make some donation without specify any amount before let you in there are no other tourists besides us when we visitedthe temple is small and not well maintained compare to the temples in bali island eg uluwatutanah lotif this temple is not convenient from where you stay please reconsider again if you decided to visit,Batu Bolong Temple,NTB,Budaya,0,1,3,0,0
2,i saw many internet reviews about batu bolong not worth going because theres nothing to seei gave it a tryits  trueso i feel like i have the responsibility to warn othersyou have to pay a donation and rent short walking distance to see all the view insideand you cant go up to the top cause theres a sign indicates that you cant go up unless its for prayingso lastly my personal piece of advice stay at senggigi beach you have the same view,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
2,nothing much you are only allowed to stay at the bottom there is no entrance fee require but there will be people asking for donation to the temple,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
2,as we stop outside the temple a girl came to us and put a red belt around us with the excuse of writing our names in a visit book she was keeping she asked us for a donation she was very unhappy and rude as we didnt let any money as everybody else we check it before she is not responsible for the temple she is just doing this to earn money for herself the temple is deserted and dirty the government should do something about it or they will put keepers to guard and maintain the temples or they should remove those who try to earn money from the unsuspected tourists actually there is no fee to enter the templemost of the temples are at this situation in lombok exactly the opposite from bali so same,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
2,before visiting here we had read a number of rave reviews if this hindu temple its situation is great on a rocky outcrop by the sae with a picturesque rocky arch underneath but it is also very small i can only assume that those who think it is so wonderful have not visited some of the other quite magnificent hindu temples elsewhereif you are in the area then obviously it is worth a brief visit but not worth going there specially,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
3,we arrived around pm in hope of watching the sunset from the temple when we arrived my boyfriend was provided with a sarong and i was given a sash i was already wearing a skirt we paid k rp for the two of us entry was done on donation  we copied what everyone else gave and walked down the steps into the temple its on the coast so you have a view of the beach and crashing waves but dont expect a spectacular temple that takes you an hour to walk around and take photos etc its quite literally a normal small hindu temple still beautiful in itself but not worth the hype of an amazing sunset point we walked down to the temple which is at the top of some stairs cant go inside and left after  minutes or so,Batu Bolong Temple,NTB,Budaya,0,3,0,3,0
3,nice at sunset you need to wear a scarf sarong thing which they give you go around sunset very small not well kept beach near it very dirty you can watch them do the offering nice and peaceful very small nice sunset views you need to fill in a book and pay a small donation which is up to you on amount we took a taxi here and struggled to get one back but eventually go it suggest asking the taxi to wait otherwise,Batu Bolong Temple,NTB,Budaya,1,0,1,0,0
3,pura batu bolong templemade of rock formations and the sea water flowing through it is beautiful but is extremely crowded especially during sunset,Batu Bolong Temple,NTB,Budaya,0,0,0,0,1
3,not as interesting as i imagined like i have seen on internet haha but beautiful enough to see the sunset,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,nice place to see the sunset entrance fee is around   k idr include the parking costs but there are a lot of people during the high season so be there right on time if you care about taking a nice picture ,Batu Bolong Temple,NTB,Budaya,0,2,0,0,2
3,requested our driver to just drop us off at this hindu temple on the way to our visit to the waterfall heard that in lombok land of  mosques theres not so many hindu temple as compared to the neighboring island of bali and its just off senggigi town i would say its worth a visit to experience what a hindu temple looks like which is different from that of india or malaysia scenery of a hindu temple near the beach is always very enchanting and scenic winds blowing and waves lashing the shorelines no entrance charge but expect visitors to donate a small token for further development of the temple,Batu Bolong Temple,NTB,Budaya,0,2,0,0,0
3,when you are going to senggigi take a short break to this small pura once you are there you are given a small cloth to be put at your waist and fill the guest book plus give some voluntary donations the pura is quite small with a unique hole at the foundationrock nice spot to take some pictures by the beach  the pura,Batu Bolong Temple,NTB,Budaya,0,3,3,3,0
3,a small pura near senggigi which is nevertheless porpular with local hindus as well as those coming from balivery accessible from senggigi town a mere km away,Batu Bolong Temple,NTB,Budaya,0,0,3,3,0
3,pretty disappointed with this beach its great to watch the sunset but not nice for swimming its also black sand which didnt bother us,Batu Bolong Temple,NTB,Budaya,2,0,0,0,0
3,a temple perched on top of the rocks overlooking the sea nothing too special but still worth a trip as chances are you will pass by this temple throughout your journey in lombok,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,a hindu temple perched on the rocks on the beach there is a viewpoint on the road too where you can watch the sunsets,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,its a very small pura it has beach typical bali temple architecture the only difference is the batu bolong formed from volcanic rock a good spot for photography,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,u have to give some money before u go inside temple area it is up to u how much u want to give though nice view sea view temple,Batu Bolong Temple,NTB,Budaya,0,2,0,0,0
3,i just spent maybe  minutes there just to take some pictures the view is umm i think we can get another more breathtaking view than there,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,the view is not so much you may see sunset from here but it is not really recommended the beach and sand is not that good but people here is quite nice,Batu Bolong Temple,NTB,Budaya,0,3,0,0,0
3,small temple which you cant enter unless you are praying the view of the sea is impressive its also very quiet,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,small temple which features a rock with a big hole where the waves crashes through it probably better if admired from afar where you can get the sunset and cliff in the backgroundwe paid k rupiah for the sash which deemed us fit to enter the compound,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
3,to me this looks like any pura but has a quaint history to it nothing much to see though and you cant enter the pura unless you are planning to pray,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,easily notice if you access senggigi  mataram by main road the temple is used by locals for their submission and ritual with regards to hinduismnear by there are a lot of small food stalls and please give a try to sate lombok from this pura you can see ultimately vast indian ocean,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,we were walking along the beach and came up to this temple a donation is required but any amount is appreciated it was just us and a couple of devotees at the time of our visit so we took our time to enjoy the scenery from the temple,Batu Bolong Temple,NTB,Budaya,0,3,0,3,3
3,a simple and small temple beside the main road not far from senggigi but it is cheap and quick to take a bemo not necessary to pay donationentrance fee at the main entrance you can enter from another side visit to view the sunset nice place to shoot silhouette,Batu Bolong Temple,NTB,Budaya,0,0,3,0,0
3,a hindu bali style temple nothing much located on d way from senggigi town there is a way dow n to d beach through d cliff openinglots of small stall selling bbq corn ,Batu Bolong Temple,NTB,Budaya,0,0,3,0,0
3,its one of the few attractions in sengigi if time permits would be nice to take a stroll along the beach and view this temple the beach is not really clean quite a bit of litter cigarette butts around just to manage your expectations a little,Batu Bolong Temple,NTB,Budaya,1,0,0,0,0
3,this is a hindu temple during our visits many people came to worship and pray at this temple there is no entrance fee but you are require to give donation the amount is up to youif you are in the area it is worth while to visit the hindu gods statutes are beautifully maintained with nice fragrances due to the offerings of flowers we seek permission to visit the top of the templethe view is also nice with wind blowing onto your face and the nice smell of flowers offered to the gods,Batu Bolong Temple,NTB,Budaya,0,0,0,3,3
3,the temple can be seen from the beach but you cannot enter if you are not going to pray the temple is very small and it is worth seeing if you are nearby otherwise dont make any detour for it,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,the pura is quite small there not a lot of activity we can do there just about  minute to see all the pura,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,if you are not already templed out from bali it is a nice quick stop batu bolong means rock with hole so it is just a small temple on the top of a rock with a hole carved out by pounding waves,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,i decide to morning run from senggigi to pura batu bolong only km and takes  minutes this place is good many hindus pray and stay for overnight the beaches was good a best place to pray peacefull,Batu Bolong Temple,NTB,Budaya,0,0,3,0,0
3,worshippers come to this temple mainly to spent night or called mekemit because the ambience of being in the beach wtih open sky and sea breeze is calmingthe sunset view is good too not as good as malimbu hill but still good,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,the temple was located near my hotel in senggigi area while it may not be grand at the first glance the temple was indeed very beautiful in its own way i visited it by the sunset and i think its the best time to be there it may not be as grand and wellmaintained as the temples you visited in bali but it was actually felt like a little more personally enchanting to me this temple is you only had to pay a donation no tickets needed i think the temple is simple smaller in size but at the same time it was beautiful in its originalitydont expect grandeur when you visit this place but respect is as a temple with beautiful naturemade surrounding i do think its more real than the ones i saw in balips i spotted few seats beside the entrance of this temple i was told you could sit there and enjoy the scenery for free and boy it was a scenery not to be missed sunset in senggigi,Batu Bolong Temple,NTB,Budaya,0,2,3,3,0
3,interesting places  narmada water park sukarare village air kelambu waterfall ask the locals if there is nyongkolan parade,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,on the day we visited there was a special prayer happening so we got to see their rituals and beautiful culture it wouldnt be fair to compare the pura with those in bali bear in mind lombok is an islamic island whilst bali is hindu so visit with an open mind respect their religion and culture there is also a story behind the temple apparently it was also bombed during ww not the temple but the ledge which then created the little cave below the temple as for the donation this is normal even in baliwhich tourist trap does not have that but really you wont be expected to give a lot so i dont see why one should complain about this so with lombok wellknown as the island with a thousand mosque this pura is pretty quaint and lovely really,Batu Bolong Temple,NTB,Budaya,0,2,0,0,0
3,its a cute little temple on the rocks above the sea but its very small and a follower wants money rp to give you a sash to wear bali has much bigger better and cheaper temples to visit,Batu Bolong Temple,NTB,Budaya,0,1,0,0,0
3,this is a small hindu temple on one end of the beach it is a nice place to watch sun set with mt agung bali in the background when we were there there were tourists who were noisy and did not heed the notices around the temple areas reserved for those going there to pray were not observed as they wanted to take photos,Batu Bolong Temple,NTB,Budaya,0,0,0,3,1
3,dressed to the nines for their offerings the locals certainly placed this high on their priority when it comes to praying for peace of mindlook out for the cactus growing out of the rocks forming the wall of the shrinedefinitely the right place for sunset viewing,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,visited on december   its located along senggigi beach no entrance fee is required however were approached by a young local girl with a record book asking for donation before we enter the temple visitors are not required to rent a sarong a cloth that wraps around the abdomen and covers the legs even if wearing shorts when entering the temple ground pura batu bolong is a hindu sacred site and also a tourist site but it lacks proper maintenance and is in the state of neglect lots of waste on the beach best time to visit  one hour before sunset to half an hour after sunset beautiful sunset from the top of the temple,Batu Bolong Temple,NTB,Budaya,1,2,0,0,0
3,stayed in senggigi for the night after arriving from gili air that morning and saw that this was one of the main attractions its worth a look if youre in the area but i wouldnt go out of my way to visit,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,was worth seeing although quite small compared to other temples right on the beach point with a hole in the rocks you can walk through you can only go into the sanctury if you are of the faith and need to go to prayer,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
3,we had a couple of hours before we got to the airport so we decided to see the cultural side of lombok pura meru and this one were on the list if you have a few hours to spare then this might be a good stop enroute from senggigi to the airport the views of the sea and waves breaking on to the rocks are great would be better to go around sunset but nothing much exists of the temple there is a small donation you are expected to pay at the entrance you get a a cloth belt to tie around the waist in return you can pay as much as you like we paid rp for  adults and  kids,Batu Bolong Temple,NTB,Budaya,0,2,3,0,0
3,we had a private guide and asked to be taken to some interesting sites and beaches we came here  it was unusual and ver photogenic but there is not a lot else to see,Batu Bolong Temple,NTB,Budaya,0,0,3,3,0
3,really there isnt much here and i doubt tourists would come at all if it werent for the seafront location,Batu Bolong Temple,NTB,Budaya,0,0,3,3,0
3,a hindu temple on the edge of a small cliff a bit scared as pack of dogs outside with fighting wounds small statues,Batu Bolong Temple,NTB,Budaya,0,0,0,3,2
3,we had just been to bali so to be fair had been spoilt for choice for beautiful temples this one wasnt that special other than that it was on the beach and pleasant to take a few photos at sunset you are kind of required to donate  rupiah which while not a lot of money and of course they need to preserve these things did seem a bit strange as no other temples id come across had required you to donate sign in the book and wear a coloured sash around your waist,Batu Bolong Temple,NTB,Budaya,0,2,0,0,0
4,one of the last days i stayed in senggigi i visited this temple for just a small fee  rupiah i could walk around and make some nice pictures there were just a couple of people among them a couple praying when you climb the stairs at theend you have a wonderful overlook on the beach and the sea,Batu Bolong Temple,NTB,Budaya,0,2,0,0,0
4,i was very surprised to see a hindu temple on lombok we got there just before sunset and what an amazing view the locals of the temple were so lovely even found corn vendors much to our delight,Batu Bolong Temple,NTB,Budaya,0,3,0,3,0
4,very calm and nice breeze in this place  people were very cooperative and aways willing to help  we had good time ,Batu Bolong Temple,NTB,Budaya,0,3,0,3,0
4,we super love it tons of pictures sun kissed and see amazing view we have an enjoying moment here,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
4,this temple projects into the beach sengara bolony in the traditional village of canggu of kuta district this temple is overlooking the beautiful sceneries along the bolong coastline a favorite temple of hindu community of bali,Batu Bolong Temple,NTB,Budaya,0,0,0,3,0
